"Word","Length","Freq_HAL","Log_Freq_HAL","POS"
"misconception","13","1,330","7.193","NN"
"misconceptions","14","1,127","7.027","NN"
"misconduct","10","872","6.771","NN"
"misconstruction","15","28","3.332","NN"
"misconstructions","16","18","2.890","NN"
"misconstrue","11","103","4.635","VB"
"misconstrued","12","281","5.638","VB|JJ"
"miscount","8","10","2.303","NN"
"miscreant","9","108","4.682","NN"
"miscreants","10","118","4.771","NN"
"miscue","6","37","3.611","VB"
"misdate","7","0","0.000","VB"
"misdeal","7","12","2.485","NN"
"misdeed","7","42","3.738","NN"
"misdeeds","8","294","5.684","NN"
"misdemeanor","11","563","6.333","NN"
"misdirect","9","83","4.419","VB"
"misdirection","12","469","6.151","NN"
"misdoing","8","0","0.000","VB|NN|JJ"
"miser","5","123","4.812","JJ"
"miserable","9","3,228","8.080","JJ"
"miserably","9","1,135","7.034","RB"
"miseries","8","245","5.501","NN"
"misery","6","2,895","7.971","NN"
"misfire","7","191","5.252","VB"
"misfired","8","65","4.174","VB|JJ"
"misfit","6","231","5.442","NN"
"misfortune","10","864","6.762","NN"
"misfortunes","11","167","5.118","NN"
"misgauged","9","5","1.609","#"
"misgive","7","0","0.000","VB"
"misgivings","10","249","5.517","NN"
"misgovern","9","1","0.000","VB"
"misguide","8","18","2.890","VB"
"misguided","9","1,926","7.563","JJ|VB"
"mishandle","9","19","2.944","VB"
"mishap","6","268","5.591","NN"
"mishear","7","7","1.946","VB"
"mishmash","8","96","4.564","NN"
"misinform","9","87","4.466","VB"
"misinformation","14","2,161","7.678","NN"
"misinterpret","12","401","5.994","VB"
"misinterpretation","17","468","6.148","NN"
"misinterpreted","14","977","6.884","VB"
"misjudge","8","48","3.871","VB"
"misjudged","9","165","5.106","VB|JJ"
"mislay","6","1","0.000","VB"
"mislead","7","1,165","7.060","VB"
"misleading","10","4,837","8.484","JJ|VB"
"misleads","8","60","4.094","VB"
"misled","6","937","6.843","VB|JJ"
"mismanage","9","21","3.045","VB"
"mismanaged","10","152","5.024","VB|JJ"
"mismatch","8","1,025","6.932","NN"
"misname","7","7","1.946","VB"
"misnamed","8","222","5.403","VB|JJ"
"misnomer","8","536","6.284","NN"
"misogynist","10","282","5.642","NN"
"misogyny","8","287","5.659","NN"
"misperceives","12","0","0.000","VB"
"misplace","8","81","4.394","VB"
"misplaced","9","1,504","7.316","VB|JJ"
"misplacing","10","52","3.951","VB|NN|JJ"
"misprint","8","624","6.436","NN"
"mispronounce","12","66","4.190","VB"
"mispronunciation","16","87","4.466","NN"
"misquote","8","350","5.858","VB|NN"
"misquoted","9","531","6.275","VB|JJ"
"misread","7","852","6.748","VB"
"misrelated","10","1","0.000","#"
"misreport","9","8","2.079","VB"
"misrepresent","12","634","6.452","VB"
"misrepresentation","17","723","6.583","NN"
"misrepresentations","18","256","5.545","NN"
"misrepresenting","15","516","6.246","VB"
"misrepresents","13","152","5.024","VB"
"misrule","7","47","3.850","NN|VB"
"miss","4","30,936","10.340","VB|NN"
"missal","6","14","2.639","NN"
"missed","6","27,028","10.205","VB|JJ"
"misses","6","2,384","7.777","VB|NN"
"misshapen","9","84","4.431","JJ"
"missile","7","5,867","8.677","NN"
"missiles","8","4,531","8.419","NN"
"missile's","9","31","3.434","encl"
"missing","7","36,747","10.512","VB|JJ|NN"
"mission","7","28,847","10.270","NN"
"missionaries","12","1,033","6.940","NN"
"missionary","10","1,105","7.008","JJ|NN"
"missions","8","6,941","8.845","NN"
"Mississippi","11","5,134","8.544","NN"
"Mississippians","14","8","2.079","#"
"Mississippi's","13","35","3.555","#"
"missive","7","506","6.227","NN"
"Missouri","8","5,604","8.631","NN"
"Missouri's","10","42","3.738","encl"
"misspell","8","317","5.759","VB"
"misspend","8","0","0.000","VB"
"misstate","8","23","3.135","VB"
"misstep","7","47","3.850","NN"
"missus","6","95","4.554","NN"
"missy","5","719","6.578","NN"
"mist","4","3,266","8.091","NN|VB"
"mistakable","10","1","0.000","JJ"
"mistake","7","25,420","10.143","NN|VB"
"mistaken","8","7,836","8.966","VB|JJ"
"mistakenly","10","1,346","7.205","RB"
"mistakes","8","11,325","9.335","NN|VB"
"mistaking","9","411","6.019","VB"
"misted","6","63","4.143","JJ|VB"
"mister","6","2,183","7.688","NN"
"mistime","7","9","2.197","VB"
"mistletoe","9","111","4.710","NN"
"mistook","7","334","5.811","VB"
"mistral","7","203","5.313","NN"
"mistranslate","12","11","2.398","VB"
"mistranslation","14","91","4.511","NN"
"mistress","8","4,949","8.507","NN"
"mistrial","8","38","3.638","NN"
"mistrust","8","485","6.184","VB"
"mistrusted","10","66","4.190","VB|JJ"
"mists","5","559","6.326","NN|VB"
"misty","5","943","6.849","JJ|NN"
"misunderstand","13","1,371","7.223","VB"
"misunderstanding","16","2,792","7.935","NN|VB"
"misunderstandings","17","926","6.831","NN"
"misunderstood","13","3,105","8.041","VB|JJ"
"misuse","6","2,026","7.614","NN"
"miswritten","10","0","0.000","#"
"Mitch","5","2,781","7.931","NN"
"Mitchell","8","9,205","9.128","NN"
"Mitchell's","10","175","5.165","encl"
"mite","4","471","6.155","NN"
"miter","5","1,046","6.953","VB|NN"
"mitigate","8","412","6.021","VB"
"mitigates","9","61","4.111","VB"
"mitigating","10","237","5.468","VB|NN"
"mitigation","10","229","5.434","NN"
"mitosis","7","38","3.638","NN"
"mitre","5","1,144","7.042","NN|VB"
"mitt","4","163","5.094","NN"
"mitten","6","139","4.934","NN"
"mittens","7","267","5.587","NN"
"mix","3","19,759","9.891","NN|VB"
"mixed","5","15,134","9.625","VB|JJ"
"mixer","5","2,666","7.888","NN"
"mixers","6","430","6.064","NN"
"mixing","6","5,272","8.570","VB|NN"
"mixture","7","7,659","8.944","NN"
"mixtures","8","770","6.646","NN"
"mnemonic","8","498","6.211","NN"
"moan","4","2,141","7.669","VB"
"moaned","6","2,462","7.809","VB"
"moans","5","1,144","7.042","VB"
"moat","4","2,286","7.735","NN"
"mob","3","7,529","8.927","NN"
"mobile","6","9,249","9.132","JJ|NN"
"mobility","8","1,805","7.498","NN"
"mobilization","12","532","6.277","NN"
"mobilize","8","582","6.366","VB"
"mobilized","9","332","5.805","VB"
"mobilizing","10","218","5.384","VB"
"mobs","4","415","6.028","NN"
"mob's","5","27","3.296","#"
"mobster","7","125","4.828","NN"
"mobsters","8","132","4.883","NN"
"moccasin","8","51","3.932","NN"
"moccasins","9","82","4.407","NN"
"mocha","5","261","5.565","NN"
"mock","4","1,816","7.504","JJ|VB"
"mocked","6","384","5.951","VB"
"mockery","7","837","6.730","NN"
"mocking","7","709","6.564","VB"
"mockingbird","11","238","5.472","NN"
"mockingly","9","84","4.431","RB"
"modal","5","1,348","7.206","JJ|NN"
"modality","8","265","5.580","NN"
"mode","4","65,878","11.096","NN"
"model","5","66,839","11.110","NN|VB"
"modeled","7","1,077","6.982","VB"
"modeling","8","8,472","9.045","NN|VB"
"models","6","28,421","10.255","NN|VB"
"moderate","8","7,655","8.943","JJ|NN"
"moderately","10","2,486","7.818","RB"
"moderates","9","545","6.301","NN"
"moderating","10","1,096","6.999","VB"
"moderation","10","4,731","8.462","NN"
"moderator","9","10,993","9.305","NN"
"modern","6","35,406","10.475","JJ|NN"
"modernism","9","258","5.553","NN"
"modernist","9","171","5.142","NN|JJ"
"modernistic","11","14","2.639","JJ"
"modernists","10","55","4.007","NN"
"modernity","9","177","5.176","NN"
"modernization","13","440","6.087","NN"
"modernize","9","226","5.421","VB"
"modernized","10","168","5.124","VB"
"modernizing","11","109","4.691","VB"
"moderns","7","147","4.990","NN"
"modes","5","10,811","9.288","NN"
"modest","6","3,400","8.132","JJ"
"modestly","8","330","5.799","RB"
"modesty","7","669","6.506","NN"
"modification","12","5,537","8.619","NN"
"modifications","13","5,400","8.594","NN"
"modified","8","29,649","10.297","VB"
"modifier","8","1,265","7.143","NN"
"modifiers","9","829","6.720","NN"
"modifies","8","556","6.321","VB"
"modify","6","10,387","9.248","VB|NN"
"modifying","9","2,653","7.883","VB|JJ"
"modular","7","2,006","7.604","JJ"
"modulate","8","273","5.609","VB"
"modulated","9","545","6.301","VB"
"modulation","10","1,876","7.537","NN"
"modulations","11","80","4.382","NN"
"module","6","15,712","9.662","NN|JJ"
"modules","7","10,668","9.275","NN"
"mogul","5","488","6.190","NN"
"mohair","6","90","4.500","NN|JJ"
"Mohammad","8","1,235","7.119","NN"
"Mohammed","8","1,608","7.383","NN"
"moire","5","230","5.438","JJ"
"moist","5","1,791","7.491","JJ"
"moisten","7","161","5.081","VB"
"moistened","9","215","5.371","JJ|VB"
"moistening","10","67","4.205","VB"
"moisture","8","2,339","7.757","NN"
"moisturize","10","20","2.996","VB"
"molal","5","4","1.386","JJ"
"molar","5","522","6.258","NN"
"molars","6","148","4.997","NN"
"molasses","8","550","6.310","NN"
"mold","4","3,748","8.229","NN|VB"
"molded","6","1,016","6.924","VB"
"molding","7","691","6.538","VB|NN"
"molds","5","812","6.700","NN|VB"
"mole","4","1,536","7.337","NN"
"molecular","9","5,871","8.678","JJ"
"molecule","8","1,368","7.221","NN"
"molecules","9","2,550","7.844","NN"
"molehill","8","107","4.673","NN"
"moleskin","8","32","3.466","NN"
"molest","6","376","5.930","VB"
"molestation","11","770","6.646","NN"
"molesting","9","412","6.021","VB"
"moll","4","386","5.956","NN"
"mollified","9","46","3.829","VB|JJ"
"mollify","7","39","3.664","VB"
"mollusc","7","66","4.190","NN"
"mollusks","8","32","3.466","NN"
"Molly","5","1,803","7.497","NN"
"mollycoddle","11","17","2.833","NN|VB"
"Molly's","7","242","5.489","encl"
"Molotov","7","158","5.063","NN"
"molten","6","638","6.458","JJ"
"mom","3","15,795","9.667","NN"
"moment","6","43,625","10.683","NN"
"momentarily","11","1,134","7.034","RB"
"momentary","9","707","6.561","JJ"
"momentous","9","252","5.529","JJ"
"moments","7","7,720","8.952","NN"
"moment's","8","406","6.006","encl"
"momentum","8","5,271","8.570","NN"
"momma","5","2,218","7.704","NN"
"mommy","5","3,767","8.234","NN"
"mommy's","7","415","6.028","#"
"mom's","5","1,645","7.405","#"
"monarch","7","910","6.813","NN"
"monarchist","10","118","4.771","NN|JJ"
"monarchy","8","1,168","7.063","NN"
"monasteries","11","300","5.704","NN"
"monastery","9","714","6.571","NN"
"monastic","8","207","5.333","JJ"
"monasticism","11","27","3.296","NN"
"monaural","8","53","3.970","JJ"
"Monday","6","20,612","9.934","NN"
"Mondays","7","845","6.739","NN|RB"
"Monday's","8","505","6.225","encl"
"Monet","5","470","6.153","NN"
"monetary","8","4,496","8.411","JJ|NN"
"money","5","209,588","12.253","NN"
"moneybags","9","18","2.890","NN"
"moneybox","8","2","0.693","NN"
"moneychanger","12","626","6.439","NN"
"moneyed","7","105","4.654","JJ"
"moneylender","11","6","1.792","NN"
"moneyless","9","11","2.398","JJ"
"moneymaker","10","67","4.205","NN"
"moneymaking","11","171","5.142","VB|NN|JJ"
"moneys","6","269","5.595","NN"
"money's","7","635","6.454","encl"
"monger","6","221","5.398","NN|VB"
"Mongol","6","575","6.354","NN"
"Mongolia","8","931","6.836","NN"
"Mongolia's","10","8","2.079","encl"
"mongoose","8","363","5.894","NN"
"mongrel","7","142","4.956","NN"
"Monica","6","4,352","8.378","NN"
"monitor","7","45,909","10.734","NN|VB"
"monitored","9","1,864","7.530","VB"
"monitoring","10","8,859","9.089","NN|VB"
"monitors","8","11,804","9.376","NN|VB"
"monk","4","3,775","8.236","NN"
"monkey","6","4,882","8.493","NN|VB"
"monkeys","7","2,467","7.811","NN|VB"
"monkish","7","15","2.708","JJ"
"monks","5","2,110","7.654","NN"
"mono","4","7,152","8.875","JJ|NN"
"monochrome","10","2,791","7.934","JJ"
"monochromes","11","11","2.398","NN"
"monocle","7","354","5.869","NN"
"monogamist","10","19","2.944","NN|JJ"
"monogamous","10","1,062","6.968","JJ"
"monogamy","8","630","6.446","NN"
"monogram","8","295","5.687","NN"
"monograph","9","476","6.165","NN"
"monographs","10","325","5.784","NN"
"monolith","8","5,887","8.681","NN"
"monolithic","10","996","6.904","JJ"
"monolithically","14","13","2.565","RB"
"monologist","10","7","1.946","NN"
"monologue","9","650","6.477","NN"
"monomer","7","29","3.367","NN"
"mononucleosis","13","63","4.143","NN"
"monophonic","10","87","4.466","JJ"
"monopolies","10","1,059","6.965","NN"
"monopolistic","12","281","5.638","JJ"
"monopolists","11","43","3.761","NN"
"monopolization","14","52","3.951","NN"
"monopolize","10","263","5.572","VB"
"monopoly","8","4,878","8.492","NN"
"monorail","8","510","6.234","NN"
"monosyllabic","12","55","4.007","JJ"
"monosyllable","12","11","2.398","NN"
"monosyllables","13","9","2.197","NN"
"monotheism","10","208","5.338","NN|JJ"
"monotone","8","196","5.278","NN"
"monotonous","10","359","5.883","JJ"
"monotony","8","130","4.868","NN"
"monoxide","8","490","6.194","NN"
"Monroe","6","2,302","7.742","NN"
"Monsieur","8","522","6.258","NN"
"monsignor","9","111","4.710","NN"
"monsoon","7","603","6.402","NN"
"monster","7","15,607","9.655","NN"
"monsters","8","6,376","8.760","NN"
"monstrosity","11","311","5.740","NN"
"monstrous","9","920","6.824","JJ"
"montage","7","475","6.163","NN"
"Montana","7","5,474","8.608","NN"
"monte","5","2,406","7.786","NN"
"Monterey","8","1,919","7.560","NN"
"Montgomery","10","3,445","8.145","NN"
"Montgomery's","12","39","3.664","encl"
"month","5","76,300","11.242","NN"
"monthly","7","24,699","10.115","JJ|RB"
"months","6","100,610","11.519","NN"
"month's","7","2,310","7.745","encl"
"Monticello","10","291","5.673","NN"
"Montpelier","10","94","4.543","NN"
"Montreal","8","11,721","9.369","NN"
"monument","8","1,488","7.305","NN"
"monumental","10","668","6.504","JJ"
"monumentality","13","2","0.693","#"
"monumentally","12","63","4.143","RB"
"monuments","9","785","6.666","NN"
"moo","3","2,182","7.688","NN|VB"
"mooch","5","75","4.317","VB"
"moocow","6","13","2.565","NN|VB"
"mood","4","7,396","8.909","NN"
"moodily","7","13","2.565","RB"
"moods","5","746","6.615","NN"
"moody","5","1,563","7.354","JJ"
"mooed","5","8","2.079","VB"
"moon","4","30,689","10.332","NN|VB"
"moonbeam","8","97","4.575","NN"
"moonless","8","49","3.892","JJ"
"moonlight","9","1,138","7.037","NN"
"moonlike","8","1","0.000","#"
"moonlit","7","184","5.215","JJ"
"moons","5","1,494","7.309","NN|VB"
"moon's","6","553","6.315","encl"
"moonshine","9","230","5.438","NN"
"moonstone","9","72","4.277","NN"
"moonstruck","10","38","3.638","JJ"
"moony","5","15","2.708","JJ"
"Moor","4","608","6.410","NN|VB"
"Moore","5","12,216","9.411","NN"
"moored","6","61","4.111","VB"
"Moore's","7","448","6.105","encl"
"mooring","7","135","4.905","NN|VB"
"Moorish","7","2,835","7.950","JJ"
"moorland","8","13","2.565","NN"
"Moors","5","315","5.753","NN|VB"
"moos","4","250","5.521","VB"
"moose","5","3,475","8.153","NN"
"moot","4","2,408","7.787","JJ"
"mop","3","723","6.583","NN|VB"
"mope","4","95","4.554","VB"
"moped","5","90","4.500","NN"
"mopped","6","80","4.382","VB|JJ"
"moppet","6","15","2.708","NN"
"mopping","7","720","6.579","VB"
"mops","4","266","5.583","NN|VB"
"moral","5","21,254","9.964","JJ|NN"
"morale","6","3,105","8.041","NN"
"moralist","8","72","4.277","NN|JJ"
"moralistic","10","160","5.075","JJ"
"moralities","10","115","4.745","NN"
"morality","8","6,231","8.737","NN"
"moralize","8","31","3.434","VB"
"morally","7","3,677","8.210","RB"
"morals","6","2,905","7.974","NN"
"morass","6","250","5.521","NN"
"moratorium","10","524","6.261","NN"
"morbid","6","759","6.632","JJ"
"morbidity","9","374","5.924","NN"
"more","4","1,076,711","13.889","JJ|RB"
"morel","5","160","5.075","NN"
"moreover","8","7,313","8.897","RB"
"mores","5","504","6.223","NN"
"more's","6","166","5.112","#"
"Morgan","6","9,263","9.134","NN"
"Morgan's","8","319","5.765","#"
"morgue","6","444","6.096","NN"
"moribund","8","121","4.796","JJ"
"Mormon","6","2,088","7.644","NN"
"Mormonism","9","236","5.464","NN"
"morn","4","357","5.878","NN"
"morning","7","36,262","10.499","NN"
"mornings","8","1,547","7.344","NN"
"morning's","9","353","5.866","encl"
"Moroccan","8","237","5.468","NN|JJ"
"Morocco","7","991","6.899","NN"
"moron","5","4,610","8.436","NN"
"morose","6","104","4.644","JJ"
"morosely","8","12","2.485","RB"
"morpheme","8","20","2.996","NN"
"morphemic","9","4","1.386","JJ"
"Morpheus","8","557","6.323","NN"
"morphine","8","638","6.458","NN"
"morphological","13","306","5.724","JJ"
"morphology","10","512","6.238","NN"
"Morris","6","9,256","9.133","NN"
"morrow","6","1,739","7.461","NN"
"Morse","5","2,301","7.741","NN"
"morsel","6","164","5.100","NN"
"morsels","7","93","4.533","NN"
"mortal","6","5,720","8.652","JJ|NN"
"mortality","9","2,375","7.773","NN"
"mortally","8","181","5.198","RB"
"mortals","7","1,295","7.166","NN"
"mortar","6","673","6.512","NN"
"mortarboard","11","5","1.609","NN"
"mortared","8","13","2.565","VB|JJ"
"mortaring","9","2","0.693","VB|NN|JJ"
"mortars","7","226","5.421","NN"
"mortgage","8","4,758","8.468","NN|VB"
"mortgages","9","707","6.561","NN|VB"
"mortician","9","74","4.304","NN"
"morticians","10","34","3.526","NN"
"mortification","13","148","4.997","NN"
"mortify","7","17","2.833","VB"
"Morton","6","2,107","7.653","NN"
"Morton's","8","117","4.762","encl"
"mortuary","8","103","4.635","NN"
"mosaic","6","15,261","9.633","NN|JJ"
"mosaics","7","131","4.875","NN"
"Moscow","6","6,706","8.811","NN"
"Moscow's","8","269","5.595","encl"
"Moses","5","4,206","8.344","NN"
"mosey","5","61","4.111","VB"
"Moslem","6","1,554","7.349","NN"
"Moslems","7","916","6.820","NN"
"mosque","6","1,787","7.488","NN"
"mosques","7","584","6.370","NN"
"mosquito","8","812","6.700","NN"
"mosquitoes","10","1,560","7.352","NN"
"moss","4","3,715","8.220","NN"
"mossy","5","81","4.394","JJ"
"most","4","495,365","13.113","RB|JJ"
"mostly","6","39,190","10.576","RB|JJ"
"motel","5","1,671","7.421","NN"
"motels","6","661","6.494","NN"
"moth","4","515","6.244","NN"
"mothball","8","21","3.045","NN"
"mother","6","42,113","10.648","NN"
"mothered","8","18","2.890","VB|JJ"
"motherhood","10","519","6.252","NN"
"motherland","10","711","6.567","NN"
"motherless","10","38","3.638","JJ"
"motherly","8","114","4.736","JJ"
"mothers","7","6,719","8.813","NN|VB"
"mother's","8","5,005","8.518","encl"
"mothproof","9","3","1.099","JJ|VB"
"moths","5","393","5.974","NN"
"moth's","6","5","1.609","encl"
"motif","5","15,926","9.676","NN"
"motifs","6","245","5.501","NN"
"motion","6","19,183","9.862","NN|VB"
"motional","8","36","3.584","#"
"motioned","8","633","6.450","VB"
"motioning","9","106","4.663","VB"
"motionless","10","515","6.244","JJ"
"motions","7","2,356","7.765","NN|VB"
"motivate","8","1,043","6.950","VB"
"motivated","9","6,282","8.745","VB|JJ"
"motivates","9","384","5.951","VB"
"motivating","10","589","6.378","VB"
"motivation","10","4,988","8.515","NN"
"motivations","11","1,600","7.378","NN"
"motive","6","2,869","7.962","NN"
"motiveless","10","2","0.693","JJ"
"motives","7","3,219","8.077","NN"
"motley","6","549","6.308","JJ"
"motocross","9","177","5.176","NN"
"motor","5","13,981","9.545","NN|JJ|VB"
"motorbike","9","180","5.193","NN"
"motorboat","9","44","3.784","NN"
"motorcade","9","165","5.106","NN"
